Image Path,Width,Height,Weeds,x,y,w,h
20210904_NIKOND3300_YL_42.jpg,4000,6000,Carpetweed,462,3503,462,410
20210827_iPhoneSE_YL_73.jpg,3024,4032,Purslane,973,1682,1125,1113
20210827_iPhoneSE_YL_73.jpg,3024,4032,SpottedSpurge,2385,1682,229,275
20210910_iPhoneSE_YL_171.jpg,3024,4032,Eclipta,660,559,1000,953
20210910_iPhoneSE_YL_171.jpg,3024,4032,Carpetweed,789,1590,1110,1364
20210811_iPhoneSE_YL_657.jpg,3551,3024,PalmerAmaranth,918,524,2206,1892
20210906_iPhoneSE_YL_459.jpg,4032,3024,MorningGlory,871,568,2132,1294
20210906_iPhoneSE_YL_303.jpg,3024,4032,Goosegrass,533,12,2196,1868
20210906_iPhoneSE_YL_303.jpg,3024,4032,MorningGlory,1920,1275,846,998
20210906_iPhoneSE_YL_303.jpg,3024,4032,Purslane,867,2731,785,1061
20210906_iPhoneSE_YL_303.jpg,3024,4032,SpottedSpurge,1629,2039,252,293
20210909_NIKOND3300_YL_39.jpg,4000,6000,PalmerAmaranth,1563,2062,1563,2649
20210903_YALAL00_EO_79.jpg,4000,3000,SpottedSpurge,1756,774,1105,1012
20210910_iPhone11Pro_BT_147.jpg,3024,4032,Eclipta,508,652,1156,965
20210827_iPhoneSE_YL_110.jpg,3024,4032,Purslane,1348,1928,1207,1125
20210912_CanonEOS4000D_YL_204.jpg,3456,5184,Eclipta,1299,2157,1449,1099
20210812_iPhoneSE_YL_899.jpg,2453,2443,Purslane,192,545,2049,1531
20210809_iPhoneSE_YL_1585.jpg,3024,3306,MorningGlory,442,766,2152,1874
20210903_YALAL00_EO_92.jpg,3000,4000,MorningGlory,31,643,2667,2527
20210820_iPhoneSE_YL_1375.jpg,4032,3024,Purslane,834,775,1933,1247
20210820_iPhoneSE_YL_1374.jpg,2738,2784,PalmerAmaranth,185,450,2431,1810
20210903_YALAL00_EO_87.jpg,3000,4000,SpottedSpurge,8,519,2969,3295
20210806_iPhoneSE_YL_223.jpg,4032,3024,MorningGlory,1383,991,1814,1273
20210906_iPhoneSE_YL_128.jpg,3024,4032,Eclipta,299,656,2016,1723
20210906_iPhoneSE_YL_128.jpg,3024,4032,Purslane,1528,2942,1106,852
20210906_iPhoneSE_YL_128.jpg,3024,4032,Ragweed,2467,1705,164,205
20210827_iPhone11Pro_BT_98.jpg,3024,4032,PricklySida,1178,2139,627,656
20210913_iPhoneSE_YL_54.jpg,3024,4032,Waterhemp,609,711,1961,1942
20210913_iPhoneSE_YL_54.jpg,3024,4032,Ragweed,1500,0,264,166
20210806_iPhoneSE_YL_237.jpg,4032,3024,MorningGlory,871,442,2268,2092
20210827_NIKOND3300_YL_12.jpg,4000,6000,PricklySida,1377,2484,1534,1377
20210813_iPhoneSE_YL_1263.jpg,3023,3014,PalmerAmaranth,606,132,1742,2803
20210827_iPhoneSE_YL_99.jpg,3024,4032,Ragweed,1576,686,1231,1084
20210827_iPhoneSE_YL_99.jpg,3024,4032,PricklySida,727,2221,1752,1295
20210827_iPhoneSE_YL_99.jpg,3024,4032,SpottedSpurge,445,416,1266,1694
20210904_NIKOND3300_YL_94.jpg,4000,6000,Ragweed,1081,1150,2039,2702
20210809_iPhoneSE_YL_496.jpg,1627,1743,Waterhemp,79,392,1200,1184
20210908_iPhoneSE_YL_33.jpg,4032,3024,Waterhemp,1096,642,1416,1442
20210904_NIKOND3300_YL_43.jpg,4000,6000,SpottedSpurge,1394,2295,1249,1679
20210903_iPhoneSE_YL_41.jpg,4032,3024,MorningGlory,906,1055,1644,1323
20210903_NIKOND3300_YL_132.jpg,6000,4000,Waterhemp,2430,1192,1134,1203
20210903_NIKOND3300_YL_132.jpg,6000,4000,Waterhemp,2587,250,872,837
20210903_NIKOND3300_YL_132.jpg,6000,4000,Waterhemp,3727,1645,907,942
20210903_NIKOND3300_YL_132.jpg,6000,4000,Waterhemp,1430,2250,767,785
20210903_NIKOND3300_YL_132.jpg,6000,4000,Waterhemp,3477,2826,628,541
20210903_NIKOND3300_YL_132.jpg,6000,4000,Waterhemp,2221,2459,506,488
20210903_NIKOND3300_YL_132.jpg,6000,4000,Waterhemp,1093,1907,686,686
20210910_iPhoneSE_YL_93.jpg,4032,3024,Waterhemp,1060,784,1958,1643
20210912_CanonEOS4000D_YL_198.jpg,3456,5184,MorningGlory,851,1272,1062,1796
20210903_iPhoneSE_YL_69.jpg,3024,4032,MorningGlory,311,1811,1617,1588
20210903_iPhoneSE_YL_69.jpg,3024,4032,MorningGlory,820,393,1371,1371
20210827_iPhoneSE_YL_273.jpg,3024,4032,CutleafGroundcherry,1180,2121,1051,1188
20210827_iPhoneSE_YL_273.jpg,3024,4032,PricklySida,879,820,867,914
20210909_iPhoneSE_YL_15.jpg,4032,3024,Eclipta,2177,607,1466,1430
20210909_iPhoneSE_YL_15.jpg,4032,3024,Eclipta,1015,808,1463,1508
20210912_CanonEOS4000D_YL_173.jpg,5184,3456,MorningGlory,1695,827,1463,1815
20210903_iPhoneSE_YL_96.jpg,3024,4032,Sicklepod,926,1014,1313,1530
20210806_iPhoneSE_YL_182.jpg,3024,4032,MorningGlory,876,910,1610,2362
20210806_iPhoneSE_YL_182.jpg,3024,4032,Carpetweed,1650,3334,226,174
20210806_iPhoneSE_YL_419.jpg,673,860,SpottedSpurge,253,86,415,687
20210806_iPhoneSE_YL_357.jpg,3024,4032,MorningGlory,674,958,1701,2289
20210903_iPhone11Pro_BT_111.jpg,3024,4032,SpottedSpurge,102,2028,1891,539
20210712_iPhoneSE_YL_103.jpg,3024,4032,Carpetweed,919,784,1434,2610
20210910_iPhone11Pro_BT_16.jpg,3024,4032,Waterhemp,180,1281,1598,1102
20210910_iPhone11Pro_BT_16.jpg,3024,4032,Carpetweed,1086,3469,324,387
20210827_iPhone11Pro_BT_231.jpg,3024,4032,MorningGlory,525,1291,1816,1319
20210903_iPhone11Pro_BT_23.jpg,4032,3024,Waterhemp,1539,1016,1205,1020
20210805_iPhoneSE_YL_84.jpg,3300,3013,SpottedSpurge,595,253,1707,2431
20210910_iPhoneSE_YL_206.jpg,3024,4032,SpottedSpurge,1055,652,981,539
20210910_iPhoneSE_YL_206.jpg,3024,4032,SpottedSpurge,1180,2614,1012,856
20210812_iPhoneSE_YL_708.jpg,3481,3024,MorningGlory,0,455,3167,2433
20210628_iPhoneSE_YL_111.jpg,3024,4032,PalmerAmaranth,603,1201,1757,1523
20210827_iPhone11Pro_BT_219.jpg,3024,4032,MorningGlory,254,559,2473,2649
20210628_iPhoneSE_YL_105.jpg,3024,4032,PalmerAmaranth,625,1429,1409,1547
20210712_iPhoneSE_YL_129.jpg,3024,4032,Carpetweed,263,1269,2171,1859
20210910_iPhone11Pro_BT_14.jpg,3024,4032,Eclipta,1367,1676,625,793
20210910_iPhoneSE_YL_210.jpg,4032,3024,Eclipta,419,1539,1167,803
20210910_iPhoneSE_YL_210.jpg,4032,3024,Eclipta,2242,510,375,607
20210910_iPhoneSE_YL_210.jpg,4032,3024,Eclipta,1744,1067,1243,871
20210910_iPhoneSE_YL_210.jpg,4032,3024,Eclipta,2169,1387,1448,1219
20210805_iPhoneSE_YL_86.jpg,3024,4032,SpottedSpurge,540,740,2093,2865
20210806_iPhoneSE_YL_433.jpg,3024,4032,SpottedSpurge,984,1003,1225,2081
20210806_iPhoneSE_YL_355.jpg,3024,4032,SpottedSpurge,473,404,2496,3054
20210904_iPhoneSE_YL_101.jpg,4032,3024,Waterhemp,589,594,2427,1697
20210628_iPhoneSE_YL_24.jpg,3024,4032,Eclipta,1201,1000,756,481
20210628_iPhoneSE_YL_24.jpg,3024,4032,Eclipta,683,1363,872,1268
20210806_iPhoneSE_YL_341.jpg,1686,1612,MorningGlory,43,541,999,791
20210912_iPhoneSE_YL_1.jpg,3024,4032,Goosegrass,1141,543,1723,1160
20210912_iPhoneSE_YL_1.jpg,3024,4032,Goosegrass,1211,1614,1567,1887
20210903_NIKOND3300_YL_11.jpg,4496,3000,PricklySida,2660,1151,815,811
20210903_NIKOND3300_YL_11.jpg,4496,3000,MorningGlory,1352,331,1413,1727
20210903_NIKOND3300_YL_11.jpg,4496,3000,SpottedSpurge,2625,624,480,384
20210903_NIKOND3300_YL_11.jpg,4496,3000,SpottedSpurge,2486,2141,336,392
20210912_iPhoneSE_YL_70.jpg,3024,4032,Eclipta,942,324,1410,1297
20210912_iPhoneSE_YL_70.jpg,3024,4032,Eclipta,828,1371,1766,1602
20210912_CanonEOS4000D_YL_159.jpg,3456,5184,Ragweed,1280,2466,847,746
20210912_CanonEOS4000D_YL_159.jpg,3456,5184,Ragweed,1171,3112,576,599
20210912_CanonEOS4000D_YL_159.jpg,3456,5184,Ragweed,1411,982,491,441
20210827_iPhoneSE_YL_259.jpg,3024,4032,Waterhemp,524,1094,1836,1649
20210909_NIKOND3300_YL_120.jpg,4000,6000,Waterhemp,1139,1563,2052,3538
20210827_iPhoneSE_YL_271.jpg,3024,4032,MorningGlory,586,1196,1438,1571
20210912_CanonEOS4000D_YL_171.jpg,3456,5184,MorningGlory,1215,1521,1762,3649
20210910_NIKOND3300_YL_139.jpg,4000,6000,PalmerAmaranth,1389,1278,2109,2155
20210910_NIKOND3300_YL_139.jpg,4000,6000,Carpetweed,831,2521,2428,2376
20210910_NIKOND3300_YL_139.jpg,4000,6000,Carpetweed,2341,4189,1365,1220
20210809_iPhoneSE_YL_523.jpg,3024,3309,Waterhemp,207,1702,688,554
20210809_iPhoneSE_YL_523.jpg,3024,3309,Waterhemp,230,312,2201,1968
20210910_NIKOND3300_YL_75.jpg,6000,4000,CutleafGroundcherry,2012,704,2163,2072
20210906_iPhoneSE_YL_274.jpg,4032,3024,Ragweed,544,667,958,1036
20210906_iPhoneSE_YL_274.jpg,4032,3024,Waterhemp,3135,1330,475,733
20210813_iPhoneSE_YL_1301.jpg,1758,1693,PricklySida,132,302,1582,1390
20210908_iPhoneSE_YL_25.jpg,3024,4032,Waterhemp,994,1375,1467,1162
20210827_iPhoneSE_YL_64.jpg,4032,3024,PricklySida,1508,981,1337,1341
20210827_iPhone11Pro_BT_151.jpg,3024,4032,Purslane,1072,1846,416,463
20210910_iPhoneSE_YL_172.jpg,4032,3024,PalmerAmaranth,1284,1029,1366,1275
20210910_iPhoneSE_YL_172.jpg,4032,3024,Carpetweed,2424,299,803,677
20210820_iPhoneSE_YL_1389.jpg,2435,2197,MorningGlory,99,354,1780,1713
20210912_CanonEOS4000D_YL_213.jpg,3456,5184,Goosegrass,15,477,3253,3273
20210812_iPhoneSE_YL_865.jpg,1713,1690,SpottedSpurge,318,144,1190,1315
20210903_iPhoneSE_YL_9.jpg,4032,3024,Ragweed,730,154,2185,1464
20210812_iPhoneSE_YL_859.jpg,3024,3569,MorningGlory,362,494,2203,2763
20210809_iPhoneSE_YL_1592.jpg,3371,3001,MorningGlory,1156,994,1928,1434
20210820_iPhoneSE_YL_1410.jpg,675,703,Purslane,111,58,468,636
20210906_iPhoneSE_YL_102.jpg,3024,4032,Waterhemp,1227,1098,1219,985
20210906_iPhoneSE_YL_102.jpg,3024,4032,Waterhemp,797,1868,1258,1153
20210903_YALAL00_EO_84.jpg,4000,3000,SpottedSpurge,733,0,3251,2984
20210820_iPhoneSE_YL_1405.jpg,1882,1612,Purslane,1450,1393,432,218
20210820_iPhoneSE_YL_1405.jpg,1882,1612,Purslane,414,0,533,137
20210820_iPhoneSE_YL_1405.jpg,1882,1612,Purslane,21,82,1861,1356
20210820_iPhoneSE_YL_1405.jpg,1882,1612,Purslane,1549,4,110,134
20210820_iPhoneSE_YL_1405.jpg,1882,1612,Purslane,1730,70,93,124
20210820_iPhoneSE_YL_1405.jpg,1882,1612,Purslane,1680,502,202,345
20210809_iPhoneSE_YL_1587.jpg,2312,2051,MorningGlory,596,213,864,978
20210809_iPhoneSE_YL_1593.jpg,2940,3114,SpottedSpurge,51,150,2427,2612
20210812_iPhoneSE_YL_680.jpg,621,662,SpottedSpurge,109,99,346,483
20210912_CanonEOS4000D_YL_66.jpg,5184,3456,CutleafGroundcherry,693,301,2969,2728
20210912_CanonEOS4000D_YL_66.jpg,5184,3456,Waterhemp,3968,1648,1211,1803
20210909_NIKOND3300_YL_1.jpg,4000,6000,Goosegrass,828,919,1338,1303
20210909_NIKOND3300_YL_1.jpg,4000,6000,Goosegrass,828,2871,1673,2248
20210910_iPhone11Pro_BT_179.jpg,3024,4032,Waterhemp,1004,1664,926,832
20210827_iPhone11Pro_BT_70.jpg,4032,3024,Ragweed,1600,1526,383,440
20210827_iPhone11Pro_BT_70.jpg,4032,3024,Ragweed,2643,558,1095,1073
20210913_iPhoneSE_YL_94.jpg,3024,4032,Ragweed,723,1149,848,852
20210913_iPhoneSE_YL_94.jpg,3024,4032,Carpetweed,860,2090,742,1063
20210910_iPhone11Pro_BT_145.jpg,3024,4032,Carpetweed,789,2110,1047,1074
20210813_iPhoneSE_YL_1260.jpg,697,644,PalmerAmaranth,146,24,379,573
20210904_NIKOND3300_YL_83.jpg,4000,6000,Ragweed,906,1946,2289,2074
20210906_iPhoneSE_YL_329.jpg,3024,4032,Goosegrass,1002,745,2004,2717
20210811_iPhoneSE_YL_641.jpg,3024,3058,MorningGlory,696,2,1931,2565
20210827_iPhone11Pro_BT_144.jpg,4032,3024,SpottedSpurge,1187,598,756,616
20210827_iPhone11Pro_BT_144.jpg,4032,3024,SpottedSpurge,2207,1658,923,695
20210628_iPhoneSE_YL_9.jpg,3024,4032,Carpetweed,1031,1414,1377,1975
20210908_iPhoneSE_YL_24.jpg,4032,3024,Carpetweed,396,1483,967,844
20210908_iPhoneSE_YL_24.jpg,4032,3024,Carpetweed,1688,1495,528,598
20210908_iPhoneSE_YL_24.jpg,4032,3024,Carpetweed,1621,340,484,759
20210908_iPhoneSE_YL_24.jpg,4032,3024,Carpetweed,1351,560,243,305
20210908_iPhoneSE_YL_24.jpg,4032,3024,Waterhemp,2665,1278,1035,850
20210908_iPhoneSE_YL_24.jpg,4032,3024,SpottedSpurge,796,2502,312,290
20210813_iPhoneSE_YL_1300.jpg,2346,2467,PricklySida,127,112,2139,2194
20210903_NIKOND3300_YL_125.jpg,6000,4000,Waterhemp,3297,1157,1523,1471
20210903_NIKOND3300_YL_125.jpg,6000,4000,Waterhemp,372,1134,1831,1523
20210903_NIKOND3300_YL_125.jpg,6000,4000,Waterhemp,151,1674,564,517
20210813_iPhoneSE_YL_1314.jpg,3470,3023,Goosegrass,1615,651,1853,2370
20210813_iPhoneSE_YL_1314.jpg,3470,3023,Goosegrass,3,745,2237,2245
20210910_iPhoneSE_YL_84.jpg,4032,3024,PricklySida,967,547,1024,997
20210910_iPhoneSE_YL_84.jpg,4032,3024,Waterhemp,1766,487,1718,1793
20210910_iPhoneSE_YL_84.jpg,4032,3024,Ragweed,1548,704,171,154
20210910_iPhoneSE_YL_84.jpg,4032,3024,Ragweed,901,2722,154,158
20210910_iPhoneSE_YL_84.jpg,4032,3024,Ragweed,255,1451,180,189
20210910_NIKOND3300_YL_48.jpg,6000,4000,MorningGlory,1300,553,1666,1316
20210910_NIKOND3300_YL_48.jpg,6000,4000,MorningGlory,3805,1380,1507,1702
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,739,970,941,988
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,1996,1480,1387,1073
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,1627,906,378,541
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,2726,22,365,598
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,3526,699,492,475
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,2994,334,813,611
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,550,9,308,396
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,233,1381,356,457
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,1702,1913,264,334
20210906_iPhoneSE_YL_34.jpg,4032,3024,SpottedSpurge,945,2449,317,563
20210906_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,2823,1218,413,277
20210906_iPhoneSE_YL_34.jpg,4032,3024,SpottedSpurge,2009,2704,655,312
20210809_iPhoneSE_YL_522.jpg,3024,4032,Waterhemp,638,965,2033,2453
20210910_iPhone11Pro_BT_6.jpg,3024,4032,Purslane,2137,0,813,652
20210910_iPhone11Pro_BT_6.jpg,3024,4032,Purslane,578,1524,1813,1094
20210910_iPhone11Pro_BT_6.jpg,3024,4032,Waterhemp,473,-4,367,234
20210910_iPhoneSE_YL_47.jpg,4032,3024,Eclipta,551,947,1099,1017
20210910_iPhoneSE_YL_47.jpg,4032,3024,Eclipta,2465,1759,1005,894
20210628_iPhoneSE_YL_19.jpg,3024,4032,Eclipta,1390,1315,1008,1124
20210628_iPhoneSE_YL_19.jpg,3024,4032,Eclipta,2318,123,704,713
20210912_iPhoneSE_YL_71.jpg,3024,4032,Eclipta,1110,1317,660,731
20210912_iPhoneSE_YL_71.jpg,3024,4032,Eclipta,1071,2110,715,738
20210904_iPhoneSE_YL_128.jpg,3024,4032,Waterhemp,910,1067,1735,1305
20210805_iPhoneSE_YL_78.jpg,4032,3024,SpottedSpurge,3,3,4029,2944
20210903_NIKOND3300_YL_10.jpg,4496,3000,MorningGlory,1927,222,1047,1753
20210805_iPhoneSE_YL_140.jpg,3010,3201,SpottedSpurge,597,1022,1504,2121
20210903_iPhoneSE_YL_139.jpg,3024,4032,MorningGlory,1196,1659,1254,1477
20210903_iPhone11Pro_BT_106.jpg,4032,3024,Ragweed,1658,1412,697,781
20210820_iPhoneSE_YL_1559.jpg,3024,4032,Waterhemp,4,560,3020,3472
20210820_iPhoneSE_YL_1559.jpg,3024,4032,SpottedSpurge,2667,746,354,494
20210820_iPhoneSE_YL_1559.jpg,3024,4032,SpottedSpurge,1090,3221,270,346
20210820_iPhoneSE_YL_1559.jpg,3024,4032,SpottedSpurge,1,2124,328,416
20210820_iPhoneSE_YL_1559.jpg,3024,4032,SpottedSpurge,2739,2507,281,323
20210805_iPhoneSE_YL_87.jpg,3024,4032,SpottedSpurge,349,1336,2671,1723
20210903_iPhone11Pro_BT_20.jpg,3024,4032,Waterhemp,891,1623,1166,703
20210805_iPhoneSE_YL_93.jpg,3590,3005,MorningGlory,727,446,1774,2086
20210904_iPhoneSE_YL_16.jpg,4032,3024,Waterhemp,601,108,698,745
20210904_iPhoneSE_YL_16.jpg,4032,3024,Waterhemp,2225,396,437,466
20210904_iPhoneSE_YL_16.jpg,4032,3024,Waterhemp,2547,994,944,777
20210904_iPhoneSE_YL_16.jpg,4032,3024,Waterhemp,2360,2149,753,786
20210812_iPhoneSE_YL_1012.jpg,3024,3068,Waterhemp,479,751,2037,1930
20210805_iPhoneSE_YL_97.jpg,2640,2710,SpottedSpurge,837,321,1070,1940
20210910_iPhoneSE_YL_215.jpg,4032,3024,Eclipta,676,640,691,613
20210910_iPhoneSE_YL_215.jpg,4032,3024,Eclipta,2394,1003,1318,1072
20210812_iPhoneSE_YL_733.jpg,3462,3024,Purslane,328,435,2004,1796
20210827_iPhone11Pro_BT_222.jpg,3024,4032,MorningGlory,1031,1715,793,813
20210903_iPhone11Pro_BT_18.jpg,4032,3024,Waterhemp,1997,574,940,1901
20210903_iPhone11Pro_BT_18.jpg,4032,3024,Waterhemp,1057,1439,417,390
20210806_iPhoneSE_YL_378.jpg,3024,3709,SpottedSpurge,469,959,2333,2049
20210806_iPhoneSE_YL_378.jpg,3024,3709,Carpetweed,2332,2290,94,123
20210912_iPhoneSE_YL_75.jpg,3024,4032,Eclipta,861,560,1793,1691
20210912_iPhoneSE_YL_75.jpg,3024,4032,Eclipta,1260,2312,724,703
20210903_iPhoneSE_YL_129.jpg,3024,4032,MorningGlory,674,1260,1705,1641
20210903_NIKOND3300_YL_14.jpg,3000,4496,MorningGlory,1503,3092,386,869
20210903_NIKOND3300_YL_14.jpg,3000,4496,MorningGlory,1425,444,562,1209
20210913_iPhoneSE_YL_2.jpg,4032,3024,SpottedSpurge,824,1340,677,777
20210913_iPhoneSE_YL_2.jpg,4032,3024,SpottedSpurge,1826,935,1580,1301
20210904_iPhoneSE_YL_104.jpg,4032,3024,Waterhemp,1095,470,1715,1957
20210904_iPhoneSE_YL_104.jpg,4032,3024,Carpetweed,308,211,264,251
20210827_iPhoneSE_YL_274.jpg,3024,4032,Ragweed,692,828,695,582
20210827_iPhoneSE_YL_274.jpg,3024,4032,Waterhemp,1063,2540,1360,1188
20210912_CanonEOS4000D_YL_160.jpg,3456,5184,Ragweed,1434,1032,516,632
20210912_CanonEOS4000D_YL_160.jpg,3456,5184,Ragweed,1257,2632,832,828
20210912_CanonEOS4000D_YL_174.jpg,3456,5184,Waterhemp,242,1541,1954,1933
20210903_iPhoneSE_YL_91.jpg,3024,4032,Sicklepod,1031,2075,1301,879
20210827_iPhoneSE_YL_248.jpg,3024,4032,Waterhemp,676,410,1918,2688
20210806_iPhoneSE_YL_185.jpg,2354,2195,MorningGlory,1071,374,896,1550
20210903_iPhoneSE_YL_46.jpg,4032,3024,CutleafGroundcherry,695,638,1794,1781
20210910_NIKOND3300_YL_64.jpg,4000,6000,MorningGlory,1813,744,1394,1342
20210910_NIKOND3300_YL_64.jpg,4000,6000,MorningGlory,964,3759,1452,1075
20210910_iPhoneSE_YL_80.jpg,4032,3024,Eclipta,1303,1021,1153,1270
20210813_iPhoneSE_YL_1304.jpg,2751,2812,PricklySida,367,270,1752,1926
20210910_iPhoneSE_YL_94.jpg,4032,3024,Eclipta,637,487,805,1024
20210910_iPhoneSE_YL_94.jpg,4032,3024,Waterhemp,2616,1003,1054,1063
20210910_NIKOND3300_YL_114.jpg,6000,4000,Waterhemp,1516,767,2512,2217
20210903_NIKOND3300_YL_109.jpg,4000,6000,Waterhemp,540,2115,2353,2086
20210910_iPhoneSE_YL_177.jpg,4032,3024,PalmerAmaranth,1090,988,1237,916
20210904_NIKOND3300_YL_50.jpg,4000,6000,SpottedSpurge,999,581,1493,1737
20210904_NIKOND3300_YL_50.jpg,4000,6000,SpottedSpurge,953,3608,1708,1423
20210827_iPhone11Pro_BT_168.jpg,3024,4032,PricklySida,305,457,703,615
20210827_iPhone11Pro_BT_168.jpg,3024,4032,Purslane,1324,2245,375,522
20210827_iPhone11Pro_BT_168.jpg,3024,4032,Purslane,1061,2913,416,498
20210908_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,2186,1649,1105,958
20210908_iPhoneSE_YL_34.jpg,4032,3024,Waterhemp,1736,186,550,661
20210813_iPhoneSE_YL_1270.jpg,3225,3006,PalmerAmaranth,219,196,2518,2214
20210904_NIKOND3300_YL_87.jpg,6000,4000,SpottedSpurge,1348,757,4127,2105
20210812_iPhoneSE_YL_1166.jpg,3085,3003,Sicklepod,81,744,2462,1380
20210909_NIKOND3300_YL_17.jpg,4000,6000,Ragweed,1598,1040,581,610
20210909_NIKOND3300_YL_17.jpg,4000,6000,Purslane,1731,3834,953,796
20210909_NIKOND3300_YL_17.jpg,4000,6000,Waterhemp,1542,9,845,357
20210912_CanonEOS4000D_YL_89.jpg,3456,5184,Ragweed,2080,1732,448,495
20210912_CanonEOS4000D_YL_89.jpg,3456,5184,Ragweed,758,2292,503,595
20210912_CanonEOS4000D_YL_89.jpg,3456,5184,Ragweed,1999,2776,414,421
20210912_CanonEOS4000D_YL_89.jpg,3456,5184,Ragweed,1944,4071,321,456
20210912_CanonEOS4000D_YL_89.jpg,3456,5184,Ragweed,1943,5060,331,113
20210827_iPhone11Pro_BT_60.jpg,3024,4032,Purslane,152,1957,492,820
20210827_iPhone11Pro_BT_60.jpg,3024,4032,Ragweed,2192,990,826,785
20210827_iPhone11Pro_BT_60.jpg,3024,4032,Ragweed,1518,2104,1242,1155
20210827_iPhone11Pro_BT_60.jpg,3024,4032,SpottedSpurge,252,3329,1213,686
20210827_iPhone11Pro_BT_60.jpg,3024,4032,SpottedSpurge,557,2198,598,744
20210827_iPhone11Pro_BT_60.jpg,3024,4032,SpottedSpurge,1998,6,944,498
20210827_iPhone11Pro_BT_60.jpg,3024,4032,SpottedSpurge,2209,1623,809,990
20210910_iPhone11Pro_BT_169.jpg,3024,4032,PalmerAmaranth,1004,1762,676,676
20210827_iPhone11Pro_BT_48.jpg,3024,4032,Purslane,1653,979,1172,1307
20210820_iPhoneSE_YL_1415.jpg,873,790,Purslane,175,122,552,597
20210906_iPhoneSE_YL_107.jpg,4032,3024,Goosegrass,1046,18,2920,3003
20210906_iPhoneSE_YL_107.jpg,4032,3024,Waterhemp,497,1671,479,585
